TRID,TransactionDate,ToFC,FromWH,Quantity
1531,2019-05-20 05:44:04,FC00006,WH00006,36
1532,2019-05-20 06:04:13,FC00006,WH00004,26
1533,2019-05-20 06:28:09,FC00008,WH00006,34
1534,2019-05-20 06:55:20,FC00002,WH00003,26
1535,2019-05-20 07:10:50,FC00006,WH00004,33
1536,2019-05-20 09:22:24,FC00004,WH00003,35
1537,2019-05-20 11:43:10,FC00007,WH00004,29
1538,2019-05-20 12:41:27,FC00003,WH00001,35
1539,2019-05-20 22:49:47,FC00008,WH00004,28
1540,2019-05-21 01:26:04,FC00002,WH00001,34
1541,2019-05-21 08:06:37,FC00001,WH00003,36
1542,2019-05-21 08:54:36,FC00004,WH00003,30
1543,2019-05-21 09:53:26,FC00001,WH00002,39
1544,2019-05-21 12:11:53,FC00008,WH00006,26
1545,2019-05-21 12:38:33,FC00004,WH00003,28
1546,2019-05-21 15:10:12,FC00001,WH00002,22
1547,2019-05-21 16:13:30,FC00007,WH00004,28
1548,2019-05-21 19:48:14,FC00007,WH00005,34
1549,2019-05-21 20:25:19,FC00004,WH00001,12
1550,2019-05-22 00:21:12,FC00006,WH00004,34
1551,2019-05-22 00:49:33,FC00002,WH00003,15
1552,2019-05-22 01:37:49,FC00003,WH00002,33
1553,2019-05-22 02:14:13,FC00003,WH00003,13
1554,2019-05-22 02:28:11,FC00002,WH00003,10
1555,2019-05-22 06:52:53,FC00003,WH00001,10
1556,2019-05-22 08:42:58,FC00005,WH00004,31
1557,2019-05-22 08:59:31,FC00004,WH00002,39
1558,2019-05-22 17:49:19,FC00004,WH00003,20
1559,2019-05-22 22:23:41,FC00006,WH00006,27
1560,2019-05-23 00:27:00,FC00007,WH00006,27
1561,2019-05-23 10:15:45,FC00006,WH00005,26
1562,2019-05-23 14:56:52,FC00007,WH00004,35
1563,2019-05-23 19:46:17,FC00004,WH00001,11
1564,2019-05-23 20:59:43,FC00004,WH00003,22
1565,2019-05-23 22:55:47,FC00008,WH00005,29
1566,2019-05-24 02:59:30,FC00006,WH00004,23
1567,2019-05-24 06:35:44,FC00001,WH00002,20
1568,2019-05-24 09:07:30,FC00002,WH00003,22
1569,2019-05-24 10:44:09,FC00007,WH00005,30
1570,2019-05-24 12:15:08,FC00005,WH00005,30
1571,2019-05-24 12:43:12,FC00004,WH00001,32
1572,2019-05-24 13:50:12,FC00004,WH00002,31
1573,2019-05-24 14:53:45,FC00008,WH00004,19
1574,2019-05-24 15:31:26,FC00005,WH00005,26
1575,2019-05-24 20:26:05,FC00001,WH00002,17
1576,2019-05-24 21:51:22,FC00003,WH00001,36
1577,2019-05-24 22:56:39,FC00007,WH00005,21
1578,2019-05-25 00:44:04,FC00007,WH00005,34
1579,2019-05-25 05:48:59,FC00007,WH00006,16
1580,2019-05-25 06:23:23,FC00004,WH00003,14
1581,2019-05-25 06:36:23,FC00001,WH00003,32
1582,2019-05-25 09:25:35,FC00007,WH00005,21
1583,2019-05-25 15:41:50,FC00004,WH00003,11
1584,2019-05-25 21:50:06,FC00003,WH00003,15
1585,2019-05-26 02:51:45,FC00007,WH00004,38
1586,2019-05-26 06:20:09,FC00005,WH00004,15
1587,2019-05-26 07:03:43,FC00005,WH00004,21
1588,2019-05-26 07:07:15,FC00008,WH00004,25
1589,2019-05-26 08:52:15,FC00005,WH00004,30
1590,2019-05-26 13:02:26,FC00003,WH00003,25
1591,2019-05-26 16:10:19,FC00007,WH00004,13
1592,2019-05-26 19:13:10,FC00004,WH00002,34
1593,2019-05-26 19:43:38,FC00002,WH00002,22
1594,2019-05-26 21:08:08,FC00008,WH00004,12
1595,2019-05-26 21:21:29,FC00002,WH00003,17
1596,2019-05-27 01:03:47,FC00001,WH00002,24
1597,2019-05-27 01:43:11,FC00003,WH00003,14
1598,2019-05-27 02:41:42,FC00005,WH00006,14
1599,2019-05-27 05:25:21,FC00001,WH00003,33
1600,2019-05-27 10:43:31,FC00005,WH00006,19
1601,2019-05-27 10:58:47,FC00001,WH00002,21
1602,2019-05-27 11:49:42,FC00006,WH00005,37
1603,2019-05-27 12:26:23,FC00006,WH00005,29
1604,2019-05-27 12:30:26,FC00002,WH00003,16
1605,2019-05-27 16:12:20,FC00006,WH00005,22
1606,2019-05-27 17:16:43,FC00005,WH00006,26
1607,2019-05-27 23:56:24,FC00008,WH00004,25
1608,2019-05-28 00:26:18,FC00005,WH00005,33
1609,2019-05-28 01:02:13,FC00002,WH00003,31
1610,2019-05-28 05:43:43,FC00006,WH00004,36
1611,2019-05-28 06:22:47,FC00004,WH00001,32
1612,2019-05-28 07:32:01,FC00005,WH00006,11
1613,2019-05-28 10:41:09,FC00006,WH00005,22
1614,2019-05-28 15:32:29,FC00001,WH00001,19
1615,2019-05-28 15:58:14,FC00006,WH00004,39
1616,2019-05-28 16:44:44,FC00005,WH00006,22
1617,2019-05-28 17:45:37,FC00003,WH00003,28
1618,2019-05-28 18:09:52,FC00001,WH00003,36
1619,2019-05-28 18:49:33,FC00006,WH00005,26
1620,2019-05-28 19:12:27,FC00006,WH00005,33
1621,2019-05-28 19:38:49,FC00006,WH00004,35
1622,2019-05-28 20:15:15,FC00007,WH00004,39
1623,2019-05-28 21:36:42,FC00003,WH00003,22
1624,2019-05-28 23:47:20,FC00002,WH00001,10
1625,2019-05-29 03:44:15,FC00006,WH00006,11
1626,2019-05-29 03:54:02,FC00003,WH00002,29
1627,2019-05-29 09:36:35,FC00008,WH00005,30
1628,2019-05-29 12:43:24,FC00006,WH00006,33
1629,2019-05-29 13:43:51,FC00004,WH00003,37
1630,2019-05-29 14:05:22,FC00005,WH00005,29
1631,2019-05-29 14:46:45,FC00003,WH00001,16
1632,2019-05-29 15:47:59,FC00002,WH00003,23
1633,2019-05-29 16:10:59,FC00003,WH00003,14
1634,2019-05-29 17:43:32,FC00004,WH00003,29
1635,2019-05-29 18:40:54,FC00002,WH00001,15
1636,2019-05-29 18:43:39,FC00005,WH00004,39
1637,2019-05-29 20:13:05,FC00005,WH00006,36
1638,2019-05-29 20:43:46,FC00002,WH00001,18
1639,2019-05-29 21:20:07,FC00004,WH00003,34
1640,2019-05-29 23:23:08,FC00004,WH00002,24
1641,2019-05-30 06:04:15,FC00007,WH00004,11
1642,2019-05-30 08:25:47,FC00006,WH00004,32
1643,2019-05-30 09:35:48,FC00004,WH00003,32
1644,2019-05-30 11:35:59,FC00002,WH00001,25
1645,2019-05-30 12:04:17,FC00004,WH00003,14
1646,2019-05-30 16:38:07,FC00003,WH00002,13
1647,2019-05-30 17:01:52,FC00007,WH00005,18
1648,2019-05-30 18:22:12,FC00006,WH00005,10
1649,2019-05-30 20:19:51,FC00008,WH00005,30
1650,2019-05-30 21:07:39,FC00006,WH00004,15
1651,2019-05-30 21:20:57,FC00003,WH00001,35
1652,2019-05-30 21:26:51,FC00005,WH00005,30
1653,2019-05-31 00:25:26,FC00008,WH00004,30
1654,2019-05-31 01:59:25,FC00004,WH00001,13
1655,2019-05-31 05:47:08,FC00001,WH00001,28
1656,2019-05-31 07:50:36,FC00005,WH00006,33
1657,2019-05-31 09:18:54,FC00005,WH00006,18
1658,2019-05-31 09:32:13,FC00001,WH00001,29
1659,2019-05-31 11:34:57,FC00004,WH00001,26
1660,2019-05-31 12:00:39,FC00004,WH00002,16
1661,2019-05-31 18:15:59,FC00008,WH00006,23
1662,2019-05-31 18:33:37,FC00004,WH00002,34
1663,2019-05-31 19:00:06,FC00001,WH00003,23
1664,2019-05-31 23:16:44,FC00002,WH00002,22
1665,2019-05-31 23:39:25,FC00006,WH00005,35
1666,2019-05-31 23:54:34,FC00006,WH00004,14
1667,2019-06-01 02:50:44,FC00004,WH00001,17
1668,2019-06-01 03:26:09,FC00005,WH00005,27
1669,2019-06-01 05:46:00,FC00004,WH00001,16
1670,2019-06-01 07:00:48,FC00005,WH00004,17
1671,2019-06-01 08:24:23,FC00008,WH00004,27
1672,2019-06-01 09:22:04,FC00005,WH00006,18
1673,2019-06-01 10:00:06,FC00005,WH00004,31
1674,2019-06-01 14:32:27,FC00002,WH00001,34
1675,2019-06-01 16:49:16,FC00002,WH00003,20
1676,2019-06-01 17:17:19,FC00004,WH00001,22
1677,2019-06-01 17:41:01,FC00006,WH00006,14
1678,2019-06-01 20:49:52,FC00002,WH00002,26
1679,2019-06-02 00:25:21,FC00008,WH00004,13
1680,2019-06-02 03:45:14,FC00005,WH00005,35
1681,2019-06-02 06:43:09,FC00008,WH00006,25
1682,2019-06-02 08:07:34,FC00006,WH00004,11
1683,2019-06-02 08:37:16,FC00006,WH00006,39
1684,2019-06-02 17:21:10,FC00001,WH00003,19
1685,2019-06-02 20:16:18,FC00004,WH00003,12
1686,2019-06-02 20:40:16,FC00008,WH00004,14
1687,2019-06-02 23:37:05,FC00001,WH00002,12
1688,2019-06-03 00:41:42,FC00001,WH00003,28
1689,2019-06-03 02:04:26,FC00005,WH00005,21
1690,2019-06-03 02:20:50,FC00004,WH00002,27
1691,2019-06-03 07:44:00,FC00004,WH00003,25
1692,2019-06-03 10:57:14,FC00005,WH00005,22
1693,2019-06-03 12:08:39,FC00006,WH00004,11
1694,2019-06-03 13:23:15,FC00007,WH00005,26
1695,2019-06-03 15:32:24,FC00005,WH00004,13
1696,2019-06-03 22:48:38,FC00008,WH00005,15
1697,2019-06-03 23:53:47,FC00008,WH00006,19
1698,2019-06-04 00:18:04,FC00005,WH00004,31
1699,2019-06-04 00:29:18,FC00005,WH00005,19
1700,2019-06-04 00:44:22,FC00002,WH00001,14
1701,2019-06-04 03:22:04,FC00006,WH00004,32
1702,2019-06-04 06:36:10,FC00006,WH00005,37
1703,2019-06-04 09:19:06,FC00005,WH00004,11
1704,2019-06-04 10:45:40,FC00003,WH00002,31
1705,2019-06-04 15:22:19,FC00006,WH00006,30
1706,2019-06-04 17:34:16,FC00007,WH00006,19
1707,2019-06-04 21:13:05,FC00006,WH00005,34
1708,2019-06-05 00:49:35,FC00004,WH00002,14
1709,2019-06-05 01:15:13,FC00004,WH00001,27
1710,2019-06-05 01:17:01,FC00003,WH00003,34
1711,2019-06-05 08:04:55,FC00002,WH00003,30
1712,2019-06-05 08:35:46,FC00003,WH00003,10
1713,2019-06-05 11:42:34,FC00003,WH00002,38
1714,2019-06-05 11:52:25,FC00003,WH00001,32
1715,2019-06-05 15:31:59,FC00001,WH00003,31
1716,2019-06-05 15:44:48,FC00004,WH00003,24
1717,2019-06-05 16:10:56,FC00001,WH00001,23
1718,2019-06-05 16:27:30,FC00003,WH00002,13
1719,2019-06-05 16:48:22,FC00008,WH00005,13
1720,2019-06-05 17:08:30,FC00002,WH00001,37
1721,2019-06-05 18:13:46,FC00005,WH00004,12
1722,2019-06-05 22:07:39,FC00005,WH00004,38
1723,2019-06-06 00:15:42,FC00004,WH00003,18
1724,2019-06-06 05:40:30,FC00001,WH00002,13
1725,2019-06-06 14:14:52,FC00008,WH00006,34
1726,2019-06-06 14:46:34,FC00005,WH00004,17
1727,2019-06-06 16:23:11,FC00008,WH00006,36
1728,2019-06-06 17:15:37,FC00002,WH00003,30
1729,2019-06-06 17:55:10,FC00008,WH00006,15
1730,2019-06-06 18:35:06,FC00007,WH00005,35
1731,2019-06-06 19:59:11,FC00001,WH00001,32
1732,2019-06-06 22:02:02,FC00007,WH00004,22
1733,2019-06-06 22:52:04,FC00003,WH00003,24
1734,2019-06-06 23:32:13,FC00006,WH00005,39
1735,2019-06-07 03:24:44,FC00008,WH00004,39
1736,2019-06-07 04:29:44,FC00002,WH00003,19
1737,2019-06-07 05:07:57,FC00005,WH00005,24
1738,2019-06-07 07:24:17,FC00001,WH00003,38
1739,2019-06-07 09:07:09,FC00007,WH00005,16
1740,2019-06-07 09:33:36,FC00005,WH00006,12
1741,2019-06-07 10:57:24,FC00008,WH00006,23
1742,2019-06-07 12:36:07,FC00003,WH00001,37
1743,2019-06-07 13:16:26,FC00004,WH00001,19
1744,2019-06-07 14:26:29,FC00003,WH00003,13
1745,2019-06-07 15:36:19,FC00005,WH00005,32
1746,2019-06-07 18:23:46,FC00002,WH00002,39
1747,2019-06-07 18:28:50,FC00003,WH00002,29
1748,2019-06-07 19:02:28,FC00005,WH00005,15
1749,2019-06-07 20:56:09,FC00002,WH00003,27
1750,2019-06-08 00:50:50,FC00005,WH00006,25
1751,2019-06-08 02:40:41,FC00002,WH00002,34
1752,2019-06-08 03:18:53,FC00007,WH00006,20
1753,2019-06-08 03:42:25,FC00002,WH00003,13
1754,2019-06-08 04:28:12,FC00007,WH00004,12
1755,2019-06-08 06:24:44,FC00007,WH00006,30
1756,2019-06-08 06:29:38,FC00002,WH00003,17
1757,2019-06-08 07:51:13,FC00002,WH00003,38
1758,2019-06-08 07:51:28,FC00005,WH00004,21
1759,2019-06-08 09:15:58,FC00004,WH00003,19
1760,2019-06-08 11:19:28,FC00004,WH00001,36
1761,2019-06-08 12:30:50,FC00004,WH00003,17
1762,2019-06-08 12:47:21,FC00003,WH00002,38
1763,2019-06-08 13:24:02,FC00006,WH00006,21
1764,2019-06-08 14:40:45,FC00008,WH00006,18
1765,2019-06-08 17:05:10,FC00007,WH00006,32
1766,2019-06-08 20:19:02,FC00006,WH00005,29
1767,2019-06-09 02:45:24,FC00004,WH00002,30
1768,2019-06-09 03:58:17,FC00002,WH00003,30
1769,2019-06-09 05:26:05,FC00008,WH00005,27
1770,2019-06-09 12:21:42,FC00004,WH00003,10
1771,2019-06-09 14:46:10,FC00006,WH00006,16
1772,2019-06-09 16:05:18,FC00003,WH00001,34
1773,2019-06-09 17:19:05,FC00005,WH00006,39
1774,2019-06-10 02:15:42,FC00006,WH00004,20
1775,2019-06-10 06:17:12,FC00007,WH00006,26
1776,2019-06-10 08:36:04,FC00001,WH00001,11
1777,2019-06-10 09:30:20,FC00004,WH00001,19
1778,2019-06-10 10:26:19,FC00003,WH00001,26
1779,2019-06-10 11:02:37,FC00007,WH00004,10
1780,2019-06-10 11:03:28,FC00005,WH00005,22
1781,2019-06-10 12:52:12,FC00004,WH00003,11
1782,2019-06-10 12:54:50,FC00002,WH00001,24
1783,2019-06-10 15:21:09,FC00004,WH00001,20
1784,2019-06-10 16:04:57,FC00002,WH00003,11
1785,2019-06-10 17:30:43,FC00003,WH00001,31
1786,2019-06-10 17:34:03,FC00005,WH00004,24
1787,2019-06-10 20:40:09,FC00007,WH00005,22
1788,2019-06-10 22:45:37,FC00002,WH00003,27
1789,2019-06-11 00:44:43,FC00002,WH00002,12
1790,2019-06-11 04:44:28,FC00005,WH00006,11
1791,2019-06-11 06:25:21,FC00007,WH00005,25
1792,2019-06-11 06:47:55,FC00003,WH00003,10
1793,2019-06-11 11:20:12,FC00002,WH00003,27
1794,2019-06-11 11:48:29,FC00006,WH00005,37
1795,2019-06-11 13:17:00,FC00002,WH00001,28
1796,2019-06-11 15:33:00,FC00002,WH00001,16
1797,2019-06-11 16:02:15,FC00007,WH00004,10
1798,2019-06-11 19:59:56,FC00003,WH00003,27
1799,2019-06-11 20:14:13,FC00005,WH00006,27
1800,2019-06-11 21:42:56,FC00004,WH00002,23
1801,2019-06-11 23:19:02,FC00006,WH00004,26
1802,2019-06-12 01:00:41,FC00007,WH00005,38
1803,2019-06-12 01:57:49,FC00003,WH00003,37
1804,2019-06-12 02:28:38,FC00001,WH00001,24
1805,2019-06-12 03:43:44,FC00005,WH00005,31
1806,2019-06-12 04:37:57,FC00005,WH00005,28
1807,2019-06-12 07:23:33,FC00003,WH00001,27
1808,2019-06-12 07:48:03,FC00006,WH00006,31
1809,2019-06-12 10:25:30,FC00004,WH00002,17
1810,2019-06-12 11:29:20,FC00007,WH00006,16
1811,2019-06-12 11:34:17,FC00007,WH00006,35
1812,2019-06-12 17:18:29,FC00005,WH00005,34
1813,2019-06-12 19:26:00,FC00004,WH00001,22
1814,2019-06-12 19:43:12,FC00008,WH00006,16
1815,2019-06-12 23:40:59,FC00006,WH00006,12
1816,2019-06-13 01:34:06,FC00008,WH00004,25
1817,2019-06-13 02:49:38,FC00007,WH00004,19
1818,2019-06-13 03:29:53,FC00003,WH00003,36
1819,2019-06-13 05:56:29,FC00006,WH00006,20
1820,2019-06-13 06:13:21,FC00005,WH00006,37
1821,2019-06-13 07:02:39,FC00006,WH00005,36
1822,2019-06-13 09:58:48,FC00005,WH00004,36
1823,2019-06-13 16:55:24,FC00005,WH00005,29
1824,2019-06-13 17:02:14,FC00003,WH00002,29
1825,2019-06-13 21:41:16,FC00001,WH00002,23
1826,2019-06-14 03:05:43,FC00004,WH00001,17
1827,2019-06-14 07:22:44,FC00007,WH00006,20
1828,2019-06-14 08:56:45,FC00006,WH00006,39
1829,2019-06-14 10:59:18,FC00001,WH00001,11
1830,2019-06-14 12:30:51,FC00007,WH00004,20
1831,2019-06-14 13:13:34,FC00002,WH00002,25
1832,2019-06-14 21:12:44,FC00005,WH00005,36
1833,2019-06-15 05:58:16,FC00004,WH00001,18
1834,2019-06-15 08:25:31,FC00003,WH00002,14
1835,2019-06-15 08:29:02,FC00005,WH00006,17
1836,2019-06-15 10:12:32,FC00002,WH00001,10
1837,2019-06-15 12:07:58,FC00005,WH00005,25
1838,2019-06-15 13:11:43,FC00004,WH00001,12
1839,2019-06-15 15:36:42,FC00001,WH00002,13
1840,2019-06-15 15:49:12,FC00003,WH00001,20
1841,2019-06-15 19:09:01,FC00007,WH00005,19
1842,2019-06-15 19:11:46,FC00004,WH00003,14
1843,2019-06-15 21:05:18,FC00003,WH00003,14
1844,2019-06-15 22:44:56,FC00002,WH00003,18
1845,2019-06-16 04:33:11,FC00003,WH00001,12
1846,2019-06-16 05:47:52,FC00001,WH00002,23
1847,2019-06-16 08:08:24,FC00007,WH00005,16
1848,2019-06-16 09:27:04,FC00007,WH00005,14
1849,2019-06-16 09:51:57,FC00002,WH00002,38
1850,2019-06-16 11:04:43,FC00005,WH00004,17
1851,2019-06-16 12:24:02,FC00007,WH00004,34
1852,2019-06-16 13:30:54,FC00002,WH00002,38
1853,2019-06-16 16:24:51,FC00006,WH00006,31
1854,2019-06-16 23:40:37,FC00001,WH00001,24
1855,2019-06-17 01:52:45,FC00002,WH00003,20
1856,2019-06-17 03:43:27,FC00002,WH00003,35
1857,2019-06-17 04:33:17,FC00003,WH00001,27
1858,2019-06-17 08:39:54,FC00004,WH00003,21
1859,2019-06-17 13:05:53,FC00006,WH00005,38
1860,2019-06-17 15:25:24,FC00008,WH00006,13
1861,2019-06-17 21:27:44,FC00008,WH00006,19
1862,2019-06-18 03:24:55,FC00008,WH00004,31
1863,2019-06-18 03:51:20,FC00004,WH00002,34
1864,2019-06-18 04:34:56,FC00004,WH00002,31
1865,2019-06-18 05:09:05,FC00008,WH00005,38
1866,2019-06-18 06:51:17,FC00001,WH00002,22
1867,2019-06-18 08:24:19,FC00001,WH00001,28
1868,2019-06-18 09:20:28,FC00002,WH00003,10
1869,2019-06-18 10:57:37,FC00001,WH00003,23
1870,2019-06-18 11:58:19,FC00005,WH00006,18
1871,2019-06-18 19:23:53,FC00006,WH00004,12
1872,2019-06-18 20:28:31,FC00005,WH00006,24
1873,2019-06-18 23:08:25,FC00007,WH00005,38
1874,2019-06-19 02:15:16,FC00002,WH00001,28
1875,2019-06-19 02:17:37,FC00001,WH00002,32
1876,2019-06-19 04:01:00,FC00006,WH00004,39
1877,2019-06-19 07:27:50,FC00006,WH00004,23
1878,2019-06-19 08:32:09,FC00002,WH00001,11
1879,2019-06-19 12:02:28,FC00007,WH00005,23
1880,2019-06-19 12:07:08,FC00004,WH00001,17
1881,2019-06-19 12:51:20,FC00008,WH00006,31
1882,2019-06-20 00:57:42,FC00006,WH00005,18
1883,2019-06-20 06:37:37,FC00005,WH00006,38
1884,2019-06-20 07:13:28,FC00008,WH00006,26
1885,2019-06-20 08:50:03,FC00008,WH00004,25
1886,2019-06-20 09:07:14,FC00002,WH00001,11
1887,2019-06-20 09:07:36,FC00002,WH00003,11
1888,2019-06-20 09:11:39,FC00005,WH00006,35
1889,2019-06-20 13:01:58,FC00001,WH00003,24
1890,2019-06-20 13:40:05,FC00006,WH00005,34
1891,2019-06-20 14:14:14,FC00008,WH00004,10
1892,2019-06-20 14:14:29,FC00002,WH00002,12
1893,2019-06-20 15:50:10,FC00002,WH00002,18
1894,2019-06-20 17:24:53,FC00003,WH00001,25
1895,2019-06-20 18:03:11,FC00003,WH00003,17
1896,2019-06-20 19:52:06,FC00001,WH00001,30
1897,2019-06-20 22:24:07,FC00002,WH00003,28
1898,2019-06-21 01:22:05,FC00008,WH00006,37
1899,2019-06-21 01:51:28,FC00003,WH00002,14
1900,2019-06-21 02:04:01,FC00006,WH00005,28
1901,2019-06-21 04:59:04,FC00005,WH00005,37
1902,2019-06-21 05:14:19,FC00006,WH00004,18
1903,2019-06-21 06:45:54,FC00002,WH00001,12
1904,2019-06-21 09:49:01,FC00006,WH00006,12
1905,2019-06-21 11:55:09,FC00005,WH00005,35
1906,2019-06-21 12:25:46,FC00002,WH00001,18
1907,2019-06-21 13:53:47,FC00003,WH00003,18
1908,2019-06-21 15:43:21,FC00004,WH00002,22
1909,2019-06-21 23:29:45,FC00003,WH00003,36
1910,2019-06-21 23:52:39,FC00002,WH00003,17
1911,2019-06-22 00:02:59,FC00001,WH00001,33
1912,2019-06-22 02:30:43,FC00006,WH00004,25
1913,2019-06-22 04:25:48,FC00006,WH00005,17
1914,2019-06-22 05:04:26,FC00003,WH00002,23
1915,2019-06-22 06:02:21,FC00001,WH00001,11
1916,2019-06-22 07:42:58,FC00004,WH00002,26
1917,2019-06-22 07:43:22,FC00004,WH00001,36
1918,2019-06-22 08:21:13,FC00003,WH00002,32
1919,2019-06-22 10:07:21,FC00007,WH00004,39
1920,2019-06-22 11:15:02,FC00007,WH00005,10
1921,2019-06-22 14:32:51,FC00005,WH00006,37
1922,2019-06-22 18:02:54,FC00002,WH00002,10
1923,2019-06-22 23:19:14,FC00005,WH00006,16
1924,2019-06-22 23:29:26,FC00005,WH00004,39
1925,2019-06-23 01:23:22,FC00001,WH00001,13
1926,2019-06-23 04:06:37,FC00007,WH00006,16
1927,2019-06-23 04:36:36,FC00004,WH00002,36
1928,2019-06-23 06:55:34,FC00003,WH00003,12
1929,2019-06-23 11:10:44,FC00002,WH00003,12
1930,2019-06-23 11:21:41,FC00006,WH00006,19
1931,2019-06-23 13:22:44,FC00002,WH00001,31
1932,2019-06-23 13:30:06,FC00003,WH00003,25
1933,2019-06-23 16:12:22,FC00001,WH00003,28
1934,2019-06-23 19:40:11,FC00007,WH00004,30
1935,2019-06-23 23:20:00,FC00006,WH00004,17
1936,2019-06-24 00:10:38,FC00003,WH00002,33
1937,2019-06-24 04:06:55,FC00003,WH00003,13
1938,2019-06-24 05:33:32,FC00008,WH00006,31
1939,2019-06-24 05:38:07,FC00008,WH00006,23
1940,2019-06-24 11:04:36,FC00005,WH00005,16
1941,2019-06-24 13:13:01,FC00007,WH00004,24
1942,2019-06-24 13:29:06,FC00005,WH00004,26
1943,2019-06-24 15:24:07,FC00007,WH00005,12
1944,2019-06-24 16:23:58,FC00007,WH00004,18
1945,2019-06-24 16:28:42,FC00004,WH00002,24
1946,2019-06-24 16:55:15,FC00005,WH00005,11
1947,2019-06-25 01:48:18,FC00007,WH00006,38
1948,2019-06-25 02:56:57,FC00008,WH00004,13
1949,2019-06-25 03:20:48,FC00007,WH00005,13
1950,2019-06-25 04:00:02,FC00005,WH00004,25
1951,2019-06-25 05:29:30,FC00003,WH00001,28
1952,2019-06-25 08:42:11,FC00001,WH00003,26
1953,2019-06-25 09:09:58,FC00001,WH00001,10
1954,2019-06-25 10:34:10,FC00003,WH00001,33
1955,2019-06-25 10:38:56,FC00005,WH00006,16
1956,2019-06-25 15:40:34,FC00003,WH00001,17
1957,2019-06-25 22:08:39,FC00004,WH00003,13
1958,2019-06-25 23:22:02,FC00005,WH00006,37
1959,2019-06-26 00:45:48,FC00006,WH00005,28
1960,2019-06-26 02:46:44,FC00007,WH00006,34
1961,2019-06-26 04:24:59,FC00008,WH00005,34
1962,2019-06-26 06:16:54,FC00006,WH00005,15
1963,2019-06-26 07:14:45,FC00004,WH00002,13
1964,2019-06-26 11:12:45,FC00002,WH00003,19
1965,2019-06-26 12:27:03,FC00002,WH00001,18
1966,2019-06-26 13:42:08,FC00008,WH00005,10
1967,2019-06-27 02:47:41,FC00008,WH00004,21
1968,2019-06-27 03:39:14,FC00002,WH00001,16
1969,2019-06-27 04:06:23,FC00004,WH00001,22
1970,2019-06-27 04:35:32,FC00005,WH00005,24
1971,2019-06-27 09:03:46,FC00005,WH00004,25
1972,2019-06-27 09:10:27,FC00001,WH00003,16
1973,2019-06-27 10:35:29,FC00001,WH00001,25
1974,2019-06-27 13:54:59,FC00005,WH00004,10
1975,2019-06-27 22:55:12,FC00004,WH00002,19
1976,2019-06-27 23:23:11,FC00005,WH00004,19
1977,2019-06-28 10:54:40,FC00004,WH00001,26
1978,2019-06-28 11:32:05,FC00006,WH00006,16
1979,2019-06-28 12:06:58,FC00003,WH00001,36
1980,2019-06-28 13:05:39,FC00006,WH00006,21
1981,2019-06-28 13:11:55,FC00008,WH00005,20
1982,2019-06-28 16:09:05,FC00005,WH00005,29
1983,2019-06-28 17:30:16,FC00003,WH00003,31
1984,2019-06-29 00:07:24,FC00005,WH00006,20
1985,2019-06-29 02:15:56,FC00003,WH00001,38
1986,2019-06-29 04:23:25,FC00005,WH00004,26
1987,2019-06-29 09:16:59,FC00005,WH00005,29
1988,2019-06-29 14:45:20,FC00001,WH00003,12
1989,2019-06-30 00:22:30,FC00007,WH00004,34
1990,2019-06-30 01:24:08,FC00001,WH00002,30
1991,2019-06-30 02:08:04,FC00006,WH00006,21
1992,2019-06-30 09:15:10,FC00004,WH00001,15
1993,2019-06-30 09:51:42,FC00003,WH00002,18
1994,2019-06-30 11:23:23,FC00008,WH00006,24
1995,2019-06-30 12:12:36,FC00006,WH00004,27
1996,2019-06-30 12:47:17,FC00002,WH00002,12
1997,2019-06-30 12:51:57,FC00004,WH00001,26
1998,2019-06-30 13:13:20,FC00006,WH00006,16
1999,2019-06-30 13:25:49,FC00007,WH00005,18
2000,2019-06-30 14:26:14,FC00006,WH00005,36
2001,2019-06-30 18:57:29,FC00007,WH00005,28
2002,2019-06-30 20:27:57,FC00007,WH00004,23
2003,2019-06-30 20:53:59,FC00008,WH00005,28
2004,2019-06-30 21:37:43,FC00007,WH00005,22
2005,2019-06-30 21:56:04,FC00003,WH00001,15
2006,2019-06-30 23:08:43,FC00001,WH00001,34
2007,2019-07-01 03:16:48,FC00007,WH00004,18
2008,2019-07-01 03:51:10,FC00004,WH00003,14
2009,2019-07-01 09:12:08,FC00005,WH00004,23
2010,2019-07-01 09:33:00,FC00001,WH00002,11
2011,2019-07-01 11:01:37,FC00005,WH00004,27
2012,2019-07-01 11:03:28,FC00001,WH00003,10
2013,2019-07-01 16:13:58,FC00007,WH00005,17
2014,2019-07-01 18:13:05,FC00006,WH00005,36
2015,2019-07-01 23:22:03,FC00001,WH00001,31
2016,2019-07-02 01:47:07,FC00003,WH00003,23
2017,2019-07-02 02:41:46,FC00001,WH00003,37
2018,2019-07-02 08:01:21,FC00008,WH00004,21
2019,2019-07-02 15:19:15,FC00003,WH00002,12
2020,2019-07-02 17:44:12,FC00003,WH00002,18
2021,2019-07-03 00:47:48,FC00008,WH00005,39
2022,2019-07-03 02:31:21,FC00005,WH00005,32
2023,2019-07-03 04:27:58,FC00004,WH00001,18
2024,2019-07-03 05:33:46,FC00008,WH00005,20
2025,2019-07-03 08:20:31,FC00001,WH00002,35
2026,2019-07-03 09:13:53,FC00003,WH00003,32
2027,2019-07-03 09:16:08,FC00005,WH00004,29
2028,2019-07-03 09:35:57,FC00004,WH00003,21
2029,2019-07-03 12:39:37,FC00001,WH00001,38
